a,b,same_source,same_moa,tanimoto,r,r_disatt
Nystatin dihydrate,Tunicamycin,True,False,0.12413793,-0.11734657391441967,-0.1899108740443851
Nystatin dihydrate,U-73122,True,False,0.082706764,-0.27706501208246503,-0.38506491645182306
Nystatin dihydrate,Valinomycin,True,False,0.0776699,0.00903006890510511,0.013463130523442583
Nystatin dihydrate,Wortmannin,True,False,0.14516129,0.35837909733018997,0.4544725380844644
Oligomycin,Parthenolide,True,False,0.14018692,0.3293062586344423,0.3954877543575647
Oligomycin,Rapamycin,False,False,0.18300654,-0.06903715375490574,-0.08835970242897226
Oligomycin,SDS,False,False,0.06185567,-0.037290112778247536,-0.04727624680070557
Oligomycin,Sorbitol,False,False,0.045454547,0.07736490058651986,0.09077189185297675
Oligomycin,Staurosporine,True,False,0.091603056,-0.23573800795849262,-0.330598320342153
Oligomycin,Trichostatin A,True,False,0.0625,-0.27765731369376473,-0.328932742435242
Oligomycin,Trifluoperazine dihydrochloride,True,False,0.05,-0.2525589147172546,-0.3707944457404891
Oligomycin,Tunicamycin,True,False,0.11724138,-0.22064724930012825,-0.3387189661664104
Oligomycin,U-73122,True,False,0.10852713,-0.3180523794468128,-0.41928805826215787
Oligomycin,Valinomycin,True,False,0.1,-0.025091123552206277,-0.03548433577401728
Oligomycin,Wortmannin,True,False,0.11023622,-0.17388104669647336,-0.20916008009972006
Parthenolide,Rapamycin,False,False,0.11904762,-0.02691572580549101,-0.03380355529489878
Parthenolide,SDS,False,False,0.05,-0.0519827107000776,-0.06466855168926801
Parthenolide,Sorbitol,False,False,0.0,0.0191762441822255,0.02207780454147011
Parthenolide,Staurosporine,True,False,0.13186814,-0.2664285783030979,-0.36663739495629816
Parthenolide,Trichostatin A,True,False,0.053333335,-0.194062767238888,-0.2255927435645448
Parthenolide,Trifluoperazine dihydrochloride,True,False,0.061728396,-0.20012991380254908,-0.2883151365537072
Parthenolide,Tunicamycin,True,False,0.07017544,-0.28443433566484105,-0.42845768460115347
Parthenolide,U-73122,True,False,0.14444445,-0.38513134396172394,-0.4982044786359355
Parthenolide,Valinomycin,True,False,0.12903225,-0.13366171426088483,-0.18548488098700383
Parthenolide,Wortmannin,True,False,0.1744186,-0.12885211576903421,-0.1520908284426238
Rapamycin,SDS,True,False,0.060869563,0.23649491898243716,0.313540998503758
Rapamycin,Sorbitol,True,False,0.027777778,-0.14595984195036318,-0.1790869861832619
Rapamycin,Staurosporine,False,False,0.10204082,0.01025482327711197,0.015039120605207585
Rapamycin,Trichostatin A,False,False,0.053435113,-0.08195667508564715,-0.10153260938317513
Rapamycin,Trifluoperazine dihydrochloride,False,False,0.050724637,0.0441563114777437,0.06779326239157095
Rapamycin,Tunicamycin,False,False,0.11042945,0.06097386510029268,0.09788315320383972
Rapamycin,U-73122,False,False,0.0945946,0.019913216803135698,0.027452284735676662
Rapamycin,Valinomycin,False,False,0.09322034,0.046166520104311694,0.0682758222924233
Rapamycin,Wortmannin,False,True,0.11888112,0.2742426576418702,0.34497275005846895
SDS,Sorbitol,True,False,0.03125,-0.2651054876046952,-0.3222013003827235
SDS,Staurosporine,False,False,0.05,0.13827749779791199,0.20087398791689823
SDS,Trichostatin A,False,False,0.03448276,0.08764351681094978,0.10755211131103805
SDS,Trifluoperazine dihydrochloride,False,False,0.046875,0.1966074734153589,0.2990003492538556
SDS,Tunicamycin,False,False,0.072916664,0.17160496863745212,0.2728801918429979
SDS,U-73122,False,False,0.10526316,0.13305819338730815,0.18170070942268474
SDS,Valinomycin,False,False,0.08510638,0.11804227425726677,0.172924008989339
SDS,Wortmannin,False,False,0.078947365,-0.14543703612628645,-0.18121858089222107
Sorbitol,Staurosporine,False,False,0.0,-0.1097917896267444,-0.14760469596807474
Sorbitol,Trichostatin A,False,False,0.04255319,-0.09929388374031294,-0.11276641221586697
Sorbitol,Trifluoperazine dihydrochloride,False,False,0.018181818,-0.14658936236271466,-0.20631568686700083
Sorbitol,Tunicamycin,False,False,0.069767445,0.005532012168143764,0.008141105843221683
Sorbitol,U-73122,False,False,0.013888889,-0.11419264918475207,-0.14431493222280162
Sorbitol,Valinomycin,False,False,0.025641026,-0.08934872219891439,-0.12113347998202163
Sorbitol,Wortmannin,False,False,0.028985508,0.2488868452153425,0.28700388357094725
Staurosporine,Trichostatin A,True,False,0.07526882,0.06582354833226982,0.08935156702214024
Staurosporine,Trifluoperazine dihydrochloride,True,False,0.091836736,0.36398355739059646,0.6123153936736099
Staurosporine,Tunicamycin,True,False,0.1,0.34410617388258025,0.605280046449652
Staurosporine,U-73122,True,False,0.13761468,0.43170589764425893,0.6521157977038767
Staurosporine,Valinomycin,True,False,0.083333336,0.33425470251580575,0.5416478108439383
Staurosporine,Wortmannin,True,False,0.14018692,-0.04820852883774991,-0.06644668625858516
Trichostatin A,Trifluoperazine dihydrochloride,True,False,0.050632913,0.21494158001369476,0.3054504747365145
Trichostatin A,Tunicamycin,True,False,0.13333334,0.19339135360476148,0.28736104919275407
Trichostatin A,U-73122,True,False,0.06382979,0.22611382859165782,0.28852989523586164
Trichostatin A,Valinomycin,True,False,0.08064516,-0.09429943617346066,-0.12908492217856513
Trichostatin A,Wortmannin,True,False,0.07692308,-0.08038351240620982,-0.09359300312417648
Trifluoperazine dihydrochloride,Tunicamycin,True,False,0.0862069,0.465545950641644,0.8572863919027852
Trifluoperazine dihydrochloride,U-73122,True,False,0.13829787,0.4025927114390066,0.6366520351087458
Trifluoperazine dihydrochloride,Valinomycin,True,False,0.04225352,0.31427972603657417,0.5331572462652436
Trifluoperazine dihydrochloride,Wortmannin,True,False,0.060606062,-0.07460706171515158,-0.10765367724268653
Tunicamycin,U-73122,True,False,0.10852713,0.42893272012323425,0.70924434251517
Tunicamycin,Valinomycin,True,False,0.1,0.2647428528278286,0.4696060407144014
Tunicamycin,Wortmannin,True,False,0.11904762,0.05819205113826496,0.08779768769822358
U-73122,Valinomycin,True,False,0.058139537,0.29612271914007543,0.4510804509568711
U-73122,Wortmannin,True,False,0.1509434,-0.05582842718357535,-0.07233486124651627
Valinomycin,Wortmannin,True,False,0.085365854,0.006215653637213832,0.008639364395126716
